"x","y","marks"
4175,452,"2"
4175,573,"2"
4175,848,"2"
4175,5315,"2"
4175,3054,"4"
4175,794,"2"
4175,5967,"2"
4175,5505,"2"
4176,4661,"1"
4176,4406,"1"
4176,3474,"3"
4177,3251,"1"
4177,4110,"3"
4177,5945,"2"
4177,820,"2"
4177,2344,"1"
4177,4232,"2"
4177,6210,"0"
4177,4388,"4"
4178,5862,"2"
4178,1723,"4"
4178,5903,"2"
4178,4428,"4"
4178,4481,"1"
4178,3011,"1"
4178,3033,"4"
4178,3795,"2"
4178,4776,"4"
4178,4846,"4"
4178,2688,"1"
4179,4075,"3"
4179,494,"2"
4179,5450,"2"
4179,3532,"2"
4179,921,"2"
4179,4191,"2"
4179,120,"0"
4179,4267,"2"
4179,3910,"3"
4179,2216,"1"
4179,3604,"2"
4179,4366,"4"
4180,6163,"1"
4180,5782,"2"
4180,5025,"4"
4180,6392,"1"
4181,5811,"3"
4181,5988,"2"
4181,3741,"2"
4181,5011,"1"
4181,4560,"1"
4181,2470,"4"
4182,4531,"1"
4182,881,"2"
4182,1149,"2"
4182,1740,"1"
4183,1212,"2"
4183,3487,"2"
4183,902,"2"
4183,3627,"2"
4183,5603,"2"
4183,4646,"1"
4183,3955,"3"
4184,2989,"1"
4184,4142,"3"
4184,4509,"4"
4184,3384,"2"
4184,5577,"2"
4184,5467,"2"
4184,247,"1"
4184,4246,"2"
4184,4166,"2"
4184,3125,"1"
4185,4911,"4"
4185,6320,"1"
4185,1024,"2"
4185,5634,"2"
4185,4941,"1"
4185,4586,"1"
4185,1040,"2"
4185,3094,"1"
4185,4972,"0"
4185,5487,"3"
4185,3936,"3"
4185,962,"2"
4186,3054,"1"
4186,6351,"1"
4186,3450,"2"
4186,4869,"1"
4186,5920,"2"
4186,6074,"2"
4186,3986,"3"
4187,3714,"3"
4187,6632,"0"
4187,3691,"2"
4187,188,"4"
4187,532,"2"
4187,4306,"1"
4187,665,"2"
4187,6610,"0"
4188,1762,"1"
4188,5128,"4"
4188,2363,"1"
4188,5522,"3"
4188,5281,"2"
4189,4624,"0"
4189,5203,"1"
4189,5251,"2"
4189,3669,"2"
4189,6369,"1"
4189,3647,"2"
4189,4703,"3"
4189,6248,"0"
4189,3819,"2"
4189,341,"3"
4189,6046,"2"
4189,5835,"2"
4189,3409,"2"
4190,5654,"2"
4190,1188,"2"
4190,5339,"2"
4190,5057,"4"
4190,5411,"2"
4190,4212,"2"
4190,3508,"2"
4190,5290,"2"
4191,3297,"3"
4191,4058,"2"
4191,1297,"2"
4191,5093,"3"
4191,3143,"4"
4191,1124,"2"
4191,5980,"2"
4191,4090,"3"
4192,1164,"2"
4192,273,"1"
4192,4352,"0"
4192,1468,"4"
4192,5301,"2"
4192,598,"2"
4192,3612,"2"
4192,6477,"4"
4193,1083,"2"
4193,5434,"2"
4193,5960,"2"
4193,752,"2"
4193,1063,"2"
4194,5673,"2"
4194,6011,"2"
4194,3251,"1"
4194,5687,"2"
4194,3353,"2"
4194,4994,"1"
4194,3855,"3"
4194,4327,"1"
4194,996,"2"
4194,2682,"4"
4194,5027,"1"
4194,1230,"2"
4195,4803,"4"
4195,5502,"3"
4195,2507,"1"
4195,3080,"1"
4195,3528,"2"
4195,722,"2"
4195,3922,"3"
4195,3485,"2"
4196,6290,"0"
4196,28,"1"
4196,5271,"2"
4196,3585,"2"
4196,1805,"1"
4196,794,"2"
4196,5385,"2"
4196,4683,"4"
4196,4374,"0"
4196,1251,"2"
4197,812,"2"
4197,4434,"4"
4197,3057,"1"
4197,6095,"1"
4197,3836,"2"
4197,5804,"3"
4198,5724,"3"
4198,4608,"1"
4198,4833,"1"
4198,5556,"1"
4198,4524,"4"
4199,840,"2"
4199,5937,"2"
4199,3762,"3"
4199,4293,"1"
4199,559,"2"
4199,4190,"2"
4200,2488,"1"
4200,3012,"1"
4200,4457,"1"
4200,4780,"1"
4200,4654,"4"
4200,2664,"1"
4200,6444,"3"
4200,5449,"2"
4201,782,"2"
4201,1717,"1"
4201,4406,"1"
4201,1355,"1"
4201,3876,"3"
4201,4253,"2"
4201,5140,"1"
4201,6404,"0"
4201,4762,"1"
4202,4037,"3"
4202,361,"3"
4202,5888,"2"
4202,502,"2"
4202,3905,"3"
4202,388,"3"
4202,3000,"1"
4203,4161,"2"
4203,3731,"3"
4203,5466,"2"
4203,875,"2"
4204,5214,"1"
4204,6530,"0"
4204,954,"2"
4204,4482,"4"
4204,295,"1"
4204,3120,"1"
4204,1096,"2"
4204,1024,"2"
4204,3158,"4"
4204,6462,"0"
4204,5316,"2"
4204,4543,"1"
4205,5167,"2"
4205,4738,"1"
4205,6487,"0"
4205,6194,"1"
4205,2697,"1"
4205,3794,"3"
4205,5434,"2"
4205,5698,"2"
4205,5040,"1"
4206,541,"2"
4206,5195,"2"
4206,5420,"2"
4206,4502,"1"
4206,5745,"3"
4206,6312,"1"
4206,633,"2"
4206,4128,"2"
4206,5607,"3"
4206,3261,"1"
4206,3890,"3"
4206,5262,"2"
4206,6267,"0"
4207,688,"2"
4207,6031,"2"
4207,3283,"4"
4207,5910,"2"
4207,3027,"1"
4207,5490,"3"
4207,1143,"2"
4207,5007,"4"
4208,1771,"1"
4208,5587,"2"
4208,6062,"2"
4208,3627,"2"
4208,4904,"1"
4208,1202,"2"
4208,6429,"1"
4208,936,"2"
4208,3555,"2"
4208,5531,"3"
4209,3317,"1"
4209,3453,"2"
4209,5298,"3"
4209,1268,"2"
4209,5121,"4"
4209,4224,"2"
4210,975,"2"
4210,3643,"2"
4210,5631,"3"
4210,3507,"2"
4210,3377,"2"
4210,4176,"2"
4211,4982,"1"
4211,823,"2"
4211,6342,"1"
4211,1122,"2"
4211,5024,"1"
4212,1306,"2"
4212,4588,"0"
4212,5281,"3"
4212,5849,"2"
4212,4345,"4"
4212,149,"1"
4213,5764,"2"
4213,5428,"2"
4213,3960,"3"
4213,767,"2"
4213,3393,"2"
4213,4969,"4"
4213,4618,"3"
4213,5393,"2"
4213,3664,"2"
4213,4660,"0"
4213,5959,"2"
4214,3532,"2"
4214,204,"4"
4214,3410,"2"
4214,4366,"4"
4214,5108,"1"
4214,6110,"1"
4214,234,"1"
4214,1053,"2"
4214,5663,"3"
4215,3608,"2"
4215,5787,"2"
4215,2421,"1"
4215,3706,"2"
4215,4567,"3"
4216,4061,"2"
4216,717,"2"
4216,5140,"1"
4216,4990,"1"
4216,530,"1"
4216,1170,"2"
4216,4423,"1"
4216,4439,"4"
4217,4644,"1"
4217,4777,"4"
4217,915,"2"
4217,4198,"2"
4217,6372,"1"
4217,4242,"2"
4217,851,"2"
4218,2945,"1"
4218,1036,"2"
4218,6234,"0"
4219,3149,"1"
4219,6083,"2"
4219,5900,"2"
4219,585,"2"
4219,4518,"0"
4219,3297,"1"
4220,654,"2"
4220,3739,"2"
4220,4254,"2"
4220,3684,"2"
4220,2513,"1"
4220,3098,"1"
4220,325,"1"
4220,3070,"1"
4220,5116,"1"
4220,3828,"2"
4220,3048,"4"
4220,5339,"2"
4220,6012,"2"
4221,2983,"1"
4221,3189,"2"
4221,4550,"4"
4221,350,"1"
4221,952,"2"
4221,1213,"2"
4221,2398,"4"
4221,2789,"1"
4221,5567,"2"
4222,5983,"2"
4222,5057,"1"
4222,5743,"3"
4222,4472,"1"
4222,6297,"4"
4223,2488,"1"
4223,275,"1"
4223,1647,"1"
4223,3466,"2"
4223,1104,"2"
4223,3723,"2"
4223,1545,"1"
4223,5190,"2"
4223,5417,"2"
4223,5928,"2"
4223,1369,"1"
4223,5726,"3"
4224,4939,"1"
4224,4752,"4"
4224,1235,"2"
4224,5091,"3"
4224,3591,"2"
4224,6439,"1"
4224,5243,"3"
4224,4630,"3"
4224,3437,"2"
4225,4270,"2"
4225,1819,"1"
4225,991,"2"
4225,3652,"2"
4225,5214,"1"
4225,6068,"2"
4225,4613,"1"
4225,1191,"2"
4225,5436,"2"
4225,4701,"3"
4225,754,"2"
4226,571,"2"
4226,6204,"1"
4226,6307,"4"
4226,3336,"1"
4226,5874,"2"
4226,3887,"3"
4226,1703,"1"
4226,2928,"1"
4227,4501,"4"
4227,6049,"2"
4227,5532,"2"
4227,3667,"2"
4227,733,"2"
4227,5406,"2"
4227,552,"2"
4227,3481,"2"
4227,4454,"4"
4227,5356,"2"
4227,4013,"3"
4227,1475,"1"
4227,4328,"1"
4228,4156,"3"
4228,4676,"0"
4228,2547,"1"
4228,5861,"2"
4228,3788,"3"
4228,5305,"2"
4228,5508,"2"
4228,1076,"2"
4228,1606,"1"
4228,97,"1"
4228,3282,"1"
4228,4995,"4"
4228,5468,"2"
4228,3991,"3"
4228,4600,"4"
4228,4125,"2"
4229,5138,"1"
4229,6217,"1"
4229,5022,"1"
4229,3937,"3"
4229,4409,"4"
4229,4031,"3"
4229,3392,"2"
4229,2673,"1"
4230,1278,"2"
4230,4291,"2"
4230,833,"2"
4230,1118,"2"
4230,1435,"1"
4230,125,"1"
4230,3909,"3"
4230,3815,"3"
4231,4653,"4"
4231,2938,"1"
4231,484,"2"
4231,3312,"1"
4231,5847,"2"
4232,6464,"0"
4232,5705,"3"
4232,3636,"2"
4232,5328,"2"
4232,1455,"3"
4232,311,"0"
4232,4963,"3"
4232,5548,"2"
4232,4182,"2"
4233,3001,"4"
4233,1157,"2"
4233,5277,"2"
4233,4207,"2"
4233,3748,"3"
4233,3569,"2"
4234,6643,"0"
4234,5902,"2"
4234,6093,"4"
4234,4102,"2"
4234,3862,"3"
4234,2950,"1"
4234,3263,"1"
4234,3365,"2"
4234,3704,"2"
4234,6322,"0"
4234,1306,"2"
4235,4539,"4"
4235,250,"3"
4235,1626,"1"
4235,3620,"2"
4235,3499,"2"
4235,1134,"2"
4235,6662,"0"
4235,5998,"2"
4236,5601,"2"
4236,3152,"4"
4236,3521,"2"
4236,1347,"1"
4236,6147,"3"
4236,3409,"2"
4236,38,"1"
4236,395,"3"
4236,6285,"0"
4236,621,"3"
4237,1519,"1"
4237,3110,"1"
4237,3168,"1"
4237,5582,"2"
4237,5824,"1"
4237,4243,"2"
4237,1254,"2"
4238,5395,"2"
4238,4582,"1"
4238,6256,"0"
4238,1781,"1"
4238,519,"2"
4238,4372,"2"
4239,1023,"2"
4239,3382,"2"
4239,6272,"0"
4239,1588,"1"
4239,3972,"2"
4239,5194,"2"
4239,5763,"3"
4239,4483,"1"
4239,3771,"3"
4240,597,"2"
4240,3463,"2"
4240,3603,"2"
4240,1049,"2"
4240,2694,"1"
4240,2812,"4"
4241,878,"2"
4241,3021,"1"
4241,649,"2"
4241,5256,"2"
4241,954,"2"
4241,4224,"2"
4241,3184,"1"
4241,535,"2"
4241,4391,"2"
4241,3337,"1"
4241,4072,"3"
4242,3659,"2"
4242,5204,"1"
4242,2601,"1"
4242,4564,"1"
4242,4427,"4"
4242,5404,"2"
4242,6194,"1"
4242,4089,"2"
4242,5948,"1"
4242,5621,"2"
4243,688,"2"
4243,3542,"2"
4243,4511,"1"
4243,5137,"2"
4243,1211,"2"
4244,5415,"2"
4244,5021,"1"
4244,3894,"2"
4244,907,"2"
4244,1233,"2"
4244,5647,"3"
4244,5680,"3"
4244,5729,"3"
4245,296,"1"
4245,5104,"3"
4245,1182,"2"
4245,928,"2"
4245,982,"2"
4246,3430,"2"
4246,748,"2"
4246,4645,"1"
4246,3048,"1"
4246,4668,"1"
4246,1647,"1"
4246,5366,"2"
4247,3347,"1"
4247,4460,"4"
4247,817,"2"
4247,5072,"1"
4247,1541,"1"
4247,786,"2"
4248,6634,"1"
4248,5489,"2"
4248,359,"1"
4248,5162,"2"
4248,4601,"4"
4248,3726,"3"
4248,3693,"2"
4248,4550,"1"
4248,4297,"2"
4248,4912,"1"
4248,2973,"1"
4249,4964,"3"
4249,6021,"2"
4249,4689,"1"
4249,6357,"1"
4249,3804,"3"
4249,3448,"2"
4249,4710,"0"
4249,5297,"2"
4249,4749,"1"
4249,4621,"4"
4249,3217,"1"
4250,5703,"3"
4250,1287,"2"
4250,3393,"2"
4250,1453,"1"
4250,722,"2"
4250,1722,"3"
4250,999,"2"
4250,5435,"2"
4250,5805,"2"
4251,1771,"1"
4251,847,"2"
4251,5566,"2"
4251,577,"2"
4251,1492,"1"
4251,1114,"2"
4251,4937,"3"
4251,5041,"3"
4251,6393,"1"
4252,6652,"0"
4252,6102,"1"
4252,1698,"1"
4252,3934,"3"
4252,5867,"2"
4252,5926,"2"
4252,3075,"1"
4252,6067,"2"
4252,440,"1"
4252,4991,"1"
4252,3116,"4"
4252,171,"0"
4252,4161,"2"
4253,3010,"1"
4253,5319,"2"
4253,5781,"2"
4253,1150,"2"
4253,4575,"1"
4253,5388,"2"
4254,1391,"1"
4254,3296,"1"
4254,5904,"2"
4254,5466,"2"
4254,1605,"1"
4254,1803,"1"
4254,3910,"3"
4254,3418,"2"
4254,3973,"3"
4254,4442,"4"
4254,3091,"1"
4255,1835,"1"
4255,3760,"2"
4255,241,"1"
4255,333,"1"
4255,4315,"1"
4255,3592,"2"
4255,3487,"2"
4255,3619,"2"
4255,6506,"1"
4255,5545,"2"
4255,268,"3"
4255,3996,"2"
4255,4272,"2"
4255,3368,"2"
4255,5885,"2"
4256,3173,"1"
4256,976,"2"
4256,6260,"0"
4256,5230,"2"
4256,4400,"2"
4256,6246,"4"
4257,5114,"2"
4257,4043,"3"
4257,5279,"2"
4257,6304,"0"
4257,5212,"3"
4257,3559,"2"
4257,1096,"2"
4257,3329,"2"
4257,5187,"2"
4258,4532,"1"
4258,5983,"2"
4258,3259,"1"
4258,1424,"1"
4258,4200,"2"
4258,3954,"2"
4258,2865,"4"
4258,3576,"2"
4258,6229,"1"
4258,1744,"0"
4258,5014,"1"
4258,4684,"1"
4258,494,"2"
4258,2665,"1"
4259,3447,"2"
4259,1039,"2"
4259,4125,"3"
4259,1579,"1"
4259,3668,"2"
4259,608,"2"
4259,2710,"4"
4259,1303,"2"
4259,210,"1"
4259,5250,"2"
4259,5415,"2"
4260,1758,"3"
4260,1558,"1"
4260,4247,"2"
4260,3889,"3"
4260,142,"1"
4260,1367,"1"
4260,4472,"1"
4260,1622,"1"
4260,6128,"1"
4260,4376,"1"
4261,2993,"1"
4261,5848,"2"
4261,3515,"2"
4261,1269,"2"
4261,6168,"1"
4261,3645,"2"
4262,2628,"4"
4262,3747,"2"
4262,706,"2"
4262,1783,"1"
4262,3460,"2"
4262,6418,"0"
4262,5710,"3"
4262,1070,"2"
4262,3859,"2"
4263,5746,"2"
4263,4953,"3"
4263,5600,"2"
4263,4011,"2"
4264,902,"2"
4264,6212,"0"
4264,549,"2"
4264,5656,"3"
4264,1872,"1"
4264,2420,"1"
4264,3028,"1"
4265,3417,"2"
4265,6185,"1"
4265,3193,"4"
4265,4288,"2"
4265,4592,"1"
4265,1643,"3"
4265,1346,"1"
4265,1464,"1"
4266,739,"2"
4266,5403,"2"
4266,4498,"2"
4266,5510,"2"
4266,5439,"2"
4266,762,"2"
4266,949,"2"
4266,5688,"3"
4266,5671,"3"
4266,627,"2"
4266,929,"2"
4267,4350,"4"
4267,3488,"2"
4267,4899,"4"
4267,1206,"2"
4267,4670,"1"
4267,3134,"4"
4267,519,"2"
4267,6039,"2"
4267,1526,"3"
4267,4823,"1"
4267,1167,"2"
4268,5383,"2"
4268,4623,"4"
4268,4747,"1"
4268,5944,"2"
4268,4567,"1"
4268,3542,"2"
4268,1428,"4"
4268,6197,"1"
4268,653,"2"
4268,1053,"2"
4269,1187,"2"
4269,1733,"3"
4269,4545,"1"
4269,116,"1"
4269,1682,"1"
4269,3927,"3"
4269,5923,"2"
4270,5452,"2"
4270,411,"1"
4270,387,"3"
4270,5532,"2"
4270,5127,"2"
4270,3445,"2"
4270,4643,"1"
4270,5797,"2"
4270,5035,"1"
4270,3099,"1"
4271,1661,"1"
4271,5487,"2"
4271,1028,"2"
4271,3396,"2"
4271,6281,"0"
4272,5908,"2"
4272,5471,"2"
4272,5894,"2"
4272,4104,"2"
4273,5828,"2"
4273,1238,"2"
4273,1479,"1"
4273,3685,"2"
4273,1130,"1"
4273,841,"2"
4273,4451,"4"
4273,1548,"1"
4273,5813,"2"
4273,4063,"3"
4273,3373,"2"
4273,3703,"3"
4274,4408,"2"
4274,1773,"1"
4274,3629,"2"
4274,4322,"1"
4274,3114,"1"
4275,5874,"2"
4275,2966,"1"
4275,3290,"1"
4275,6371,"4"
4275,3606,"2"
4275,867,"2"
4275,5094,"1"
4275,1597,"2"
4275,4170,"2"
4275,2676,"4"
4275,4474,"0"
4275,3977,"2"
4275,3901,"3"
4276,3332,"1"
4276,3766,"2"
4276,813,"2"
4276,4211,"2"
4276,5346,"2"
4276,5701,"3"
4276,3306,"1"
4276,3526,"2"
4276,5277,"2"
4276,5013,"1"
4276,1854,"3"
4277,5164,"2"
4277,680,"2"
4277,5303,"2"
4277,63,"1"
4277,3496,"2"
4277,1805,"1"
4277,6082,"2"
4277,1217,"2"
4277,3472,"2"
4277,3558,"2"
4277,5431,"2"
4277,4244,"2"
4277,5230,"3"
4278,3725,"2"
4278,255,"0"
4278,291,"1"
4278,4705,"1"
4278,3514,"2"
4279,973,"2"
4279,1454,"1"
4279,3833,"2"
4279,4425,"2"
4279,4555,"1"
4279,3043,"4"
4280,1318,"2"
4280,472,"2"
4280,3157,"1"
4280,4299,"2"
4280,4732,"1"
4280,910,"3"
4280,4388,"2"
4280,5904,"2"
4280,5413,"2"
4280,1832,"0"
4280,5189,"2"
4281,1716,"3"
4281,5760,"3"
4281,4915,"3"
4281,5643,"2"
4281,579,"2"
4281,4145,"2"
4281,4971,"1"
4281,4085,"3"
4282,1153,"2"
4282,232,"3"
4282,5566,"2"
4282,3433,"2"
4282,5391,"2"
4282,6182,"1"
4283,4600,"0"
4283,3789,"2"
4283,6255,"0"
4283,1368,"1"
4283,725,"2"
4283,4891,"1"
4283,4279,"2"
4283,4533,"1"
4283,3189,"1"
4283,4616,"0"
4284,3663,"2"
4284,1426,"1"
4284,6117,"2"
4284,446,"1"
4284,4945,"1"
4284,704,"2"
4284,362,"1"
4284,3878,"2"
4284,1624,"1"
4284,1285,"2"
4284,3863,"2"
4284,6154,"2"
4285,4265,"2"
4285,4039,"3"
4285,3340,"1"
4286,1089,"2"
4286,5368,"2"
4286,1508,"1"
4286,5025,"1"
4286,1042,"2"
4286,3260,"1"
4286,5451,"3"
4287,766,"2"
4287,173,"0"
4287,4190,"2"
4287,5752,"3"
4287,4681,"4"
4287,5920,"2"
4287,4992,"3"
4287,3100,"0"
4288,4589,"1"
4288,6484,"1"
4288,633,"2"
4288,5258,"2"
4288,4489,"1"
4288,5779,"2"
4288,5848,"3"
4288,1023,"2"
4289,3575,"2"
4289,5679,"2"
4289,3357,"4"
4289,1768,"1"
4289,5538,"2"
4289,5596,"2"
4289,1534,"2"
4289,1650,"1"
4289,2861,"0"
4289,1258,"2"
4289,5726,"2"
4289,4006,"2"
4289,5331,"2"
4289,6225,"0"
4289,1668,"1"
4290,4229,"2"
4290,5055,"0"
4290,5897,"2"
4290,5474,"2"
4290,6553,"0"
4290,1568,"1"
4290,3595,"2"
4290,3533,"2"
4290,5955,"2"
4291,3147,"1"
4291,6308,"0"
4291,3506,"2"
4291,2767,"4"
4291,4555,"1"
4292,3072,"1"
4292,4636,"1"
4292,326,"3"
4292,4214,"2"
4292,528,"2"
4292,6465,"1"
4292,928,"2"
4293,4583,"1"
4293,4803,"1"
4293,3488,"2"
4293,3377,"2"
4293,3918,"3"
4293,3547,"2"
4293,2724,"1"
4294,2999,"4"
4294,1119,"2"
4294,1616,"1"
4294,4471,"1"
4294,4367,"2"
4294,4242,"2"
4295,3203,"1"
4295,883,"2"
4295,3523,"2"
4295,5700,"3"
4295,3408,"2"
4295,1199,"2"
4295,3892,"3"
4295,4120,"2"
4295,496,"2"
4295,5872,"2"
4295,4203,"2"
4295,4252,"2"
4295,1483,"1"
4295,4921,"1"
4295,6005,"2"
4295,3623,"2"
4295,4509,"1"
4296,1452,"1"
4296,4166,"2"
4296,751,"2"
4296,32,"1"
4296,5978,"2"
4297,134,"1"
4297,4657,"1"
4297,5440,"2"
4297,5208,"2"
4297,5509,"2"
4297,609,"2"
4297,5130,"2"
4297,1679,"1"
4298,4777,"1"
4298,4288,"2"
4298,1696,"1"
4298,3037,"4"
4298,1787,"1"
4299,820,"2"
4299,4789,"1"
4299,1378,"1"
4299,96,"0"
4299,3252,"1"
4299,3285,"1"
4299,4337,"2"
4299,1824,"1"
4299,6081,"1"
4299,5887,"2"
4299,1159,"2"
4299,4459,"1"
4299,3752,"3"
4300,1412,"1"
4300,5157,"2"
4300,7246,"0"
4300,778,"2"
4301,3015,"4"
4301,3812,"3"
4301,4315,"2"
4301,1604,"1"
4301,5815,"2"
4301,5006,"1"
4301,696,"2"
4301,5581,"2"
4301,5617,"1"
4302,3643,"2"
4302,3966,"2"
4302,5411,"2"
4302,3847,"3"
4303,5242,"2"
4303,4086,"3"
4303,4578,"1"
4303,1713,"1"
4303,1104,"2"
4303,391,"1"
4304,650,"2"
4304,4963,"4"
4304,5650,"2"
4304,4031,"3"
4304,5550,"2"
4304,3682,"2"
4304,5531,"2"
4305,4488,"1"
4305,3721,"3"
4305,3315,"1"
4305,1313,"2"
4305,238,"1"
4305,1542,"1"
4305,5377,"2"
4305,5742,"2"
4306,6173,"1"
4306,999,"2"
4306,1522,"2"
4306,4208,"2"
4306,3471,"2"
4306,3939,"2"
4306,857,"2"
4306,4853,"1"
4307,1585,"1"
4307,1736,"0"
4307,1858,"1"
4307,6137,"2"
4308,304,"1"
4308,4622,"1"
4308,4162,"2"
4308,5929,"2"
4308,5298,"2"
4308,3115,"1"
4308,4542,"1"
4308,3089,"1"
4308,6112,"1"
4309,4251,"2"
4309,6437,"1"
4309,735,"2"
4309,3490,"2"
4309,4140,"2"
4309,5904,"2"
4309,3344,"3"
4310,6368,"0"
4310,4424,"2"
4310,4053,"3"
4310,3504,"2"
4310,5564,"2"
4310,1800,"0"
4310,5183,"2"
4310,5843,"3"
4310,4195,"2"
4310,3582,"2"
4310,4524,"4"
4310,3448,"2"
4310,3186,"3"
4310,4932,"1"
4310,519,"2"
4310,3543,"2"
4310,5314,"2"
4310,3872,"2"
4311,6216,"3"
4311,6155,"1"
4311,3427,"2"
4311,1764,"1"
4311,5335,"3"
4311,894,"2"
4311,5717,"2"
4311,3160,"1"
4311,1071,"2"
4311,4445,"1"
4311,275,"0"
4311,1287,"2"
4311,1233,"2"
4312,3385,"2"
4312,210,"0"
4312,1431,"3"
4312,4880,"1"
4312,1464,"2"
4312,4357,"0"
4312,3603,"2"
4312,6054,"2"
4312,3135,"4"
4312,4914,"4"
4313,3524,"2"
4313,711,"2"
4313,4237,"2"
4313,4898,"1"
4313,4604,"1"
4313,1671,"4"
4313,1450,"1"
4313,3787,"3"
4313,5677,"2"
4314,4220,"2"
4314,4404,"2"
4314,4458,"1"
4314,548,"2"
4314,5455,"2"
4314,3906,"3"
4314,1095,"2"
4314,6239,"1"
4314,5007,"4"
4314,1184,"2"
4315,3046,"4"
4315,4175,"2"
4315,1254,"2"
4315,939,"2"
4315,1923,"2"
4316,3083,"1"
4316,3366,"2"
4316,167,"0"
4316,1719,"0"
4317,5807,"1"
4317,3561,"2"
4317,5481,"2"
4317,2689,"1"
4317,5228,"1"
4317,769,"2"
4317,5159,"2"
4317,4287,"2"
4317,4806,"1"
4318,4770,"4"
4318,5277,"2"
4318,3332,"1"
4318,6469,"0"
4318,5108,"2"
4318,1536,"1"
4318,1510,"0"
4318,5196,"1"
4318,1041,"2"
4319,1163,"2"
4319,4752,"1"
4319,7259,"1"
4319,4471,"1"
4319,5793,"2"
4320,5883,"2"
4320,5533,"2"
4320,4981,"3"
4321,1140,"2"
4321,674,"2"
4321,967,"2"
4321,866,"2"
4321,3621,"2"
4321,3214,"4"
4321,5586,"2"
4321,5768,"2"
4321,4491,"1"
4321,788,"2"
4321,4068,"3"
4322,4952,"4"
4322,1213,"2"
4322,6388,"1"
4322,6002,"2"
4322,5209,"2"
4322,4385,"2"
4322,6533,"0"
4322,4828,"4"
4322,1546,"3"
4322,4666,"0"
4322,5058,"1"
4322,1745,"1"
4322,3680,"2"
4323,4030,"2"
4323,3857,"2"
4323,4097,"2"
4323,5628,"3"
4323,5738,"2"
4323,5957,"2"
4323,1114,"2"
4323,1655,"1"
4323,3147,"1"
4324,5649,"2"
4324,5124,"3"
4324,1813,"1"
4324,3176,"3"
4324,4558,"2"
4324,5501,"2"
4324,5035,"1"
4325,5173,"2"
4325,5703,"2"
4325,592,"2"
4325,5398,"2"
4325,3076,"1"
4325,4700,"1"
4326,316,"1"
4326,3967,"2"
4326,4247,"2"
4326,4617,"1"
4326,3398,"2"
4327,3637,"2"
4327,259,"3"
4327,634,"2"
4327,6184,"3"
4327,1484,"0"
4327,907,"2"
4327,5835,"3"
4327,3839,"2"
4328,3051,"1"
4328,759,"2"
4328,3657,"2"
4328,5863,"2"
4328,4575,"1"
4328,3608,"2"
4328,4537,"1"
4328,3746,"3"
4328,1319,"2"
4328,721,"2"
4328,4361,"1"
4328,5194,"2"
4328,5898,"2"
4329,5981,"2"
4329,1022,"2"
4329,5140,"2"
4329,5560,"2"
4329,4115,"2"
4329,3704,"2"
4329,1441,"1"
4329,4316,"2"
4329,1614,"1"
4330,4134,"2"
4330,6311,"0"
4330,1994,"1"
4330,377,"3"
4330,1696,"1"
4330,3776,"2"
4330,1558,"1"
4330,4156,"2"
4330,3539,"2"
4331,1638,"1"
4331,4790,"2"
4331,1836,"1"
4331,81,"0"
4331,4905,"1"
4331,349,"1"
4331,3519,"2"
4331,4198,"2"
4331,5093,"1"
4331,1779,"1"
4332,5221,"1"
4332,4929,"4"
4332,3931,"2"
4332,1087,"2"
4332,4999,"4"
4332,5597,"2"
4332,886,"2"
4332,5459,"2"
4333,5529,"2"
4333,118,"0"
4333,2874,"1"
4333,2751,"1"
4333,6253,"1"
4333,4606,"1"
4333,3586,"2"
4333,3435,"2"
4334,3816,"2"
4334,1877,"1"
4334,4174,"2"
4334,5810,"2"
4334,4629,"1"
4334,1274,"2"
4334,815,"2"
4334,6412,"1"
4334,1724,"1"
4334,3108,"1"
4334,6014,"2"
4334,1577,"4"
4335,4649,"1"
4335,1524,"3"
4335,3482,"2"
4335,3159,"1"
4335,5353,"2"
4335,5914,"2"
4335,3725,"2"
4335,3221,"1"
4335,694,"2"
4335,3148,"1"
4335,1355,"1"
4335,5615,"2"
4335,3886,"2"
4336,4409,"2"
4336,4494,"1"
4336,5783,"2"
4336,4041,"2"
4336,4425,"2"
4336,3178,"1"
4336,1961,"1"
4336,3416,"2"
4337,5658,"2"
4337,5445,"2"
4337,333,"1"
4337,742,"2"
4337,6155,"1"
4337,5679,"2"
4337,3998,"1"
4337,3684,"2"
4337,1923,"1"
4338,4586,"1"
4338,4398,"2"
4338,3344,"2"
4338,510,"1"
4338,1298,"1"
4338,481,"1"
4338,5942,"2"
4339,4297,"3"
4339,1189,"2"
4339,4714,"4"
4339,1756,"3"
4339,6554,"1"
4339,4758,"1"
4339,5015,"1"
4340,5227,"1"
4340,5152,"2"
4340,1167,"2"
4340,4467,"1"
4340,5434,"2"
4341,4260,"2"
4341,24,"1"
4341,2926,"1"
4341,3324,"1"
4341,5192,"2"
4342,3280,"1"
4342,4867,"1"
4342,6137,"2"
4342,5267,"2"
4342,3303,"1"
4342,242,"3"
4342,5170,"2"
4342,920,"2"
4342,3041,"4"
4343,1015,"2"
4343,6097,"2"
4343,3067,"1"
4343,3134,"1"
4343,3382,"2"
4343,4973,"4"
4343,196,"1"
4343,3669,"2"
4343,857,"2"
4343,295,"1"
4343,3955,"2"
4344,3554,"2"
4344,5084,"3"
4344,5154,"1"
4344,4447,"1"
4344,3500,"2"
